date, pm25, pm10, o3, no2, so2, co
2015/2/18, , , , 25, , 6
2015/2/19, , , , 27, , 3
2015/2/20, , , , 17, , 4
2015/2/21, , , , 19, , 3
2015/2/22, , , , 13, , 3
2015/2/23, , , , 16, , 3
2015/2/24, , , , 22, , 3
2015/2/25, , , , 29, , 3
2015/2/26, , , , 26, , 3
2015/2/27, , , , 20, , 3
2015/2/28, , , , 21, , 2
2015/3/1, , , , 16, , 2
2015/3/2, , , , 16, , 
2015/3/5, , , , 36, , 5
2015/3/6, , , , 31, , 4
2015/3/7, , , , 28, , 2
2015/3/8, , , , 18, , 3
2015/3/9, , , , 18, , 3
2015/3/10, , , , 27, , 5
2015/3/11, , , , 35, , 6
2015/3/12, , , , 31, , 4
2015/3/13, , , , 23, , 7
2015/3/14, , , , 33, , 7
2015/3/15, , , , 31, , 5
2015/3/16, , , , 30, , 5
2015/3/17, , , , 33, , 7
2015/3/18, , , , 42, , 7
2015/3/19, , , , 46, , 5
2015/3/20, , , , 38, , 3
2015/3/21, , , , 26, , 2
2015/3/22, , , , 13, , 2
2015/3/23, , , , 18, , 2
2015/3/24, , , , 17, , 4
2015/3/25, , , , 24, , 5
2015/3/26, , , , 27, , 4
2015/3/27, , , , 22, , 2
2015/3/28, , , , 18, , 1
2015/3/29, , , , 10, , 2
2015/3/30, , , , 9, , 2
2015/3/31, , , , 9, , 2
2014/10/1, , , , 14, 2, 4
2014/10/2, , , , 27, 1, 4
2014/10/3, , , , 51, , 4
2014/10/4, , , , 61, 1, 5
2014/10/5, , , , 78, 2, 6
2014/10/6, , , , 52, 2, 5
2014/10/7, , , , 21, 4, 6
2014/10/8, , , , 26, 4, 3
2014/10/9, , , , 24, 5, 5
2014/10/10, , , , 24, 4, 5
2014/10/11, , , , 22, 2, 11
2014/10/12, , , , 29, 2, 6
2014/10/13, , , , 22, 1, 4
2014/10/14, , , , 22, 2, 7
2014/10/15, , , , 23, 2, 6
2014/10/16, , , , 17, 1, 5
2014/10/17, , , , 16, 1, 4
2014/10/18, , , , 13, 2, 3
2014/10/19, , , , 20, 1, 6
2014/10/20, , , , 22, 1, 7
2014/10/21, , , , 18, 1, 3
2014/10/22, , , , 14, 1, 3
2014/10/23, , , , 16, 1, 4
2014/10/24, , , , 19, 4, 6
2014/10/25, , , , 30, 3, 3
2014/10/26, , , , 25, 3, 3
2014/10/27, , , , 23, 5, 4
2014/10/28, , , , 24, 6, 5
2014/10/29, , , , 29, 7, 5
2014/10/30, , , , 38, 4, 5
2014/10/31, , , , 30, 2, 5
2014/11/1, , , , 20, 1, 4
2014/11/2, , , , 17, 1, 2
2014/11/3, , , , 18, 1, 3
2014/11/4, , , , 16, 1, 3
2014/11/5, , , , 19, 1, 4
2014/11/6, , , , 20, 1, 4
2014/11/7, , , , 17, 1, 3
2014/11/8, , , , 17, , 4
2014/11/9, , , , 17, 5, 6
2014/11/10, , , , 21, 4, 3
2014/11/11, , , , 16, 1, 2
2014/11/12, , , , 20, 1, 5
2014/11/13, , , , 26, 2, 8
2014/11/14, , , , 23, 1, 5
2014/11/15, , , , 20, 2, 5
2014/11/16, , , , 19, 3, 5
2014/11/17, , , , 23, 6, 5
2014/11/18, , , , 22, 5, 6
2014/11/19, , , , 29, 6, 17
2014/11/20, , , , 50, 9, 19
2014/11/21, , , , 67, 7, 7
2014/11/22, , , , 34, 7, 7
2014/11/23, , , , 29, 3, 5
2014/11/24, , , , 19, 1, 4
2014/11/25, , , , 16, 1, 4
2014/11/26, , , , 23, 2, 7
2014/11/27, , , , 32, 2, 7
2014/11/28, , , , 26, , 
2014/12/1, , , , 22, 2, 4
2014/12/2, , , , 20, 2, 2
2014/12/3, , , , 22, 5, 3
2014/12/4, , , , 18, 14, 3
2014/12/5, , , , 19, , 3
2014/12/6, , , , 18, , 3
2014/12/7, , , , 17, , 3
2014/12/8, , , , 21, , 3
2014/12/9, , , , 18, , 8
2014/12/10, , , , 24, , 5
2014/12/11, , , , 16, , 4
2014/12/12, , , , 16, , 3
2014/12/13, , , , 16, , 2
2014/12/14, , , , 15, , 4
2014/12/15, , , , 24, , 5
2014/12/16, , , , 16, , 4
2014/12/17, , , , 19, , 3
2014/12/18, , , , 18, , 3
2014/12/19, , , , 15, , 3
2014/12/20, , , , 17, , 2
2014/12/21, , , , 14, , 2
2014/12/22, , , , 17, , 3
2014/12/23, , , , 19, , 3
2014/12/24, , , , 14, , 4
2014/12/25, , , , 22, , 3
2014/12/26, , , , 20, , 1
2014/12/27, , , , 20, , 
2014/7/1, , , , 14, 7, 4
2014/7/2, , , , 24, 1, 4
2014/7/3, , , , 14, 1, 7
2014/7/4, , , , 22, 1, 6
2014/7/5, , , , 17, 1, 9
2014/7/6, , , , 27, 2, 11
2014/7/7, , , , 29, 1, 11
2014/7/8, , , , 28, 2, 8
2014/7/9, , , , 24, 1, 6
2014/7/10, , , , 22, 1, 6
2014/7/11, , , , 14, 2, 10
2014/7/12, , , , 21, 14, 3
2014/7/13, , , , 15, 10, 4
2014/7/14, , , , 24, 4, 4
2014/7/15, , , , 30, 3, 6
2014/7/16, , , , 34, 2, 6
2014/7/17, , , , 33, 2, 6
2014/7/18, , , , 26, 2, 6
2014/7/19, , , , 20, 1, 3
2014/7/20, , , , 17, 2, 5
2014/7/21, , , , 25, 2, 5
2014/7/22, , , , 20, 3, 3
2014/7/23, , , , 22, 2, 4
2014/7/24, , , , 24, 2, 4
2014/7/25, , , , 17, 1, 3
2014/7/26, , , , 15, 2, 3
2014/7/27, , , , 18, 2, 6
2014/7/28, , , , 25, 3, 4
2014/7/29, , , , 26, 2, 4
2014/7/30, , , , 26, 2, 6
2014/7/31, , , , 32, 3, 7
2014/8/1, , , , 39, 3, 7
2014/8/2, , , , 44, 1, 5
2014/8/3, , , , 24, 1, 5
2014/8/4, , , , 22, 2, 5
2014/8/5, , , , 23, 1, 6
2014/8/6, , , , 27, 2, 6
2014/8/7, , , , 28, 2, 5
2014/8/8, , , , 26, 1, 5
2014/8/9, , , , 25, , 6
2014/8/10, , , , 25, 1, 5
2014/8/11, , , , 23, 3, 5
2014/8/12, , , , 33, 1, 3
2014/8/13, , , , 25, 1, 4
2014/8/14, , , , 23, , 4
2014/8/15, , , , 19, , 4
2014/8/16, , , , 16, , 4
2014/8/17, , , , 21, 1, 3
2014/8/18, , , , 14, 1, 6
2014/8/19, , , , 27, 2, 5
2014/8/20, , , , 28, 2, 5
2014/8/21, , , , 34, 4, 4
2014/8/22, , , , 29, 1, 4
2014/8/23, , , , 19, 2, 4
2014/8/24, , , , 22, 7, 4
2014/8/25, , , , 23, 1, 2
2014/8/26, , , , 12, 1, 4
2014/8/27, , , , 23, 1, 4
2014/8/28, , , , 19, 1, 4
2014/8/29, , , , 17, , 3
2014/8/30, , , , 17, 1, 5
2014/8/31, , , , 16, 3, 8
2014/9/1, , , , 24, 1, 5
2014/9/2, , , , 21, 1, 4
2014/9/3, , , , 14, 2, 5
2014/9/4, , , , 21, 2, 5
2014/9/5, , , , 25, 1, 5
2014/9/6, , , , 24, 2, 6
2014/9/7, , , , 23, 5, 7
2014/9/8, , , , 29, 11, 6
2014/9/9, , , , 27, 18, 7
2014/9/10, , , , 28, 8, 5
2014/9/11, , , , 26, 12, 9
2014/9/12, , , , 40, 6, 6
2014/9/13, , , , 31, 1, 3
2014/9/14, , , , 10, 1, 4
2014/9/15, , , , 15, 7, 5
2014/9/16, , , , 18, 6, 5
2014/9/17, , , , 20, 8, 6
2014/9/18, , , , 24, 10, 6
2014/9/19, , , , 27, 7, 7
2014/9/20, , , , 30, 6, 12
2014/9/21, , , , 33, 5, 5
2014/9/22, , , , 31, 7, 3
2014/9/23, , , , 20, 6, 4
2014/9/24, , , , 22, 1, 4
2014/9/25, , , , 15, 3, 8
2014/9/26, , , , 28, 1, 4
2014/9/27, , , , 17, 4, 3
2014/9/28, , , , 14, 2, 3
2014/9/29, , , , 16, 1, 3
2014/9/30, , , , 16, 1, 3
2014/4/1, , , , 17, , 4
2014/4/2, , , , 25, 1, 3
2014/4/3, , , , 24, 1, 4
2014/4/4, , , , 31, , 3
2014/4/5, , , , 13, , 3
2014/4/6, , , , 18, 1, 4
2014/4/7, , , , 23, 1, 4
2014/4/8, , , , 24, 2, 5
2014/4/9, , , , 25, 2, 5
2014/4/10, , , , 23, 3, 5
2014/4/11, , , , 29, 1, 1
2014/4/12, , , , 18, 2, 2
2014/4/13, , , , 18, 2, 2
2014/4/14, , , , 16, 1, 2
2014/4/15, , , , 17, , 3
2014/4/16, , , , 26, , 4
2014/4/17, , , , 20, 1, 6
2014/4/18, , , , 33, 7, 8
2014/4/19, , , , 42, 6, 12
2014/4/20, , , , 48, 7, 8
2014/4/21, , , , 47, 6, 4
2014/4/22, , , , 31, 1, 3
2014/4/23, , , , 20, , 4
2014/4/24, , , , 16, 1, 3
2014/4/25, , , , 22, 3, 4
2014/4/26, , , , 22, 5, 4
2014/4/27, , , , 28, 2, 4
2014/4/28, , , , 26, 2, 5
2014/4/29, , , , 34, 4, 8
2014/4/30, , , , 41, 4, 4
2014/5/1, , , , 29, 1, 2
2014/5/2, , , , 14, , 2
2014/5/3, , , , 13, 2, 3
2014/5/4, , , , 21, 3, 1
2014/5/5, , , , 17, 1, 2
2014/5/6, , , , 13, 1, 3
2014/5/7, , , , 17, , 2
2014/5/8, , , , 18, 2, 1
2014/5/9, , , , 10, 6, 4
2014/5/10, , , , 25, 1, 3
2014/5/11, , , , 18, 1, 2
2014/5/12, , , , 23, 3, 3
2014/5/13, , , , 23, 1, 2
2014/5/14, , , , 19, 1, 5
2014/5/15, , , , 30, 2, 5
2014/5/16, , , , 24, 2, 6
2014/5/17, , , , 23, 2, 7
2014/5/18, , , , 23, 4, 5
2014/5/19, , , , 27, 3, 5
2014/5/20, , , , 32, 2, 3
2014/5/21, , , , 26, 1, 3
2014/5/22, , , , 26, 1, 5
2014/5/23, , , , 27, 4, 5
2014/5/24, , , , 34, 1, 3
2014/5/25, , , , 26, 1, 3
2014/5/26, , , , 22, 1, 3
2014/5/27, , , , 24, 1, 6
2014/5/28, , , , 20, 1, 7
2014/5/29, , , , 26, 2, 5
2014/5/30, , , , 25, 8, 2
2014/5/31, , , , 20, 14, 3
2014/6/1, , , , 21, 12, 2
2014/6/2, , , , 21, 5, 2
2014/6/3, , , , 22, 12, 5
2014/6/4, , , , 35, 15, 6
2014/6/5, , , , 35, 19, 9
2014/6/6, , , , 49, 5, 8
2014/6/7, , , , 48, 1, 3
2014/6/8, , , , 19, , 3
2014/6/9, , , , 20, , 3
2014/6/10, , , , 17, , 3
2014/6/11, , , , 10, , 
2014/6/14, , , , 20, , 3
2014/6/15, , , , 17, , 3
2014/6/16, , , , 14, , 2
2014/6/17, , , , 14, , 2
2014/6/18, , , , 12, , 2
2014/6/19, , , , 12, 58, 1
2014/6/20, , , , 11, 101, 4
2014/6/21, , , , 23, 50, 2
2014/6/22, , , , 9, 46, 4
2014/6/23, , , , 17, 1, 4
2014/6/24, , , , 17, 1, 4
2014/6/25, , , , 18, 1, 5
2014/6/26, , , , 18, 1, 8
2014/6/27, , , , 19, 2, 6
2014/6/28, , , , 11, , 
2014/6/30, , , , 11, 2, 3
2014/1/1, , , , 17, , 1
2014/1/2, , , , 14, 1, 2
2014/1/3, , , , 14, 1, 2
2014/1/4, , , , 15, 1, 2
2014/1/5, , , , 14, 1, 4
2014/1/6, , , , 16, 2, 4
2014/1/7, , , , 14, , 1
2014/1/8, , , , 12, , 4
2014/1/9, , , , 14, , 2
2014/1/10, , , , 15, 1, 1
2014/1/11, , , , 10, , 2
2014/1/12, , , , 12, , 3
2014/1/13, , , , 14, , 3
2014/1/14, , , , 13, 6, 5
2014/1/15, , , , 23, 4, 5
2014/1/16, , , , 20, 1, 4
2014/1/17, , , , 15, 1, 4
2014/1/18, , , , 18, 1, 3
2014/1/19, , , , 18, 3, 4
2014/1/20, , , , 33, 2, 5
2014/1/21, , , , 36, 3, 10
2014/1/22, , , , 37, 4, 7
2014/1/23, , , , 28, 2, 7
2014/1/24, , , , 28, 1, 4
2014/1/25, , , , 26, 1, 3
2014/1/26, , , , 22, 1, 4
2014/1/27, , , , 24, 1, 5
2014/1/28, , , , 25, 1, 6
2014/1/29, , , , 27, 4, 3
2014/1/30, , , , 34, 2, 5
2014/1/31, , , , 38, 3, 3
2014/2/1, , , , 33, 3, 1
2014/2/2, , , , 22, 4, 2
2014/2/3, , , , 21, 2, 3
2014/2/4, , , , 19, 1, 4
2014/2/5, , , , 25, 1, 5
2014/2/6, , , , 29, 2, 6
2014/2/7, , , , 34, 2, 6
2014/2/8, , , , 25, 3, 3
2014/2/9, , , , 17, 6, 4
2014/2/10, , , , 28, 12, 5
2014/2/11, , , , 33, 4, 5
2014/2/12, , , , 26, 1, 4
2014/2/13, , , , 24, 1, 5
2014/2/14, , , , 24, 1, 4
2014/2/15, , , , 19, , 3
2014/2/16, , , , 16, , 3
2014/2/17, , , , 16, , 2
2014/2/18, , , , 17, , 4
2014/2/19, , , , 18, 2, 7
2014/2/20, , , , 28, 1, 4
2014/2/21, , , , 20, 6, 4
2014/2/22, , , , 19, 1, 3
2014/2/23, , , , 17, 1, 3
2014/2/24, , , , 16, 1, 3
2014/2/25, , , , 22, 13, 5
2014/2/26, , , , 35, 18, 3
2014/2/27, , , , 31, 11, 4
2014/2/28, , , , 28, 16, 6
2014/3/1, , , , 31, 5, 3
2014/3/2, , , , 21, 4, 5
2014/3/3, , , , 27, 3, 7
2014/3/4, , , , 33, 3, 6
2014/3/5, , , , 29, 3, 7
2014/3/6, , , , 34, 4, 4
2014/3/7, , , , 31, 2, 2
2014/3/8, , , , 20, , 3
2014/3/9, , , , 17, 1, 2
2014/3/10, , , , 18, 2, 3
2014/3/11, , , , 22, , 1
2014/3/12, , , , 16, , 1
2014/3/13, , , , 20, , 3
2014/3/14, , , , 20, , 2
2014/3/15, , , , 17, , 2
2014/3/16, , , , 12, , 4
2014/3/17, , , , 20, , 3
2014/3/18, , , , 14, 1, 3
2014/3/19, , , , 20, 1, 5
2014/3/20, , , , 28, 1, 3
2014/3/21, , , , 24, 2, 4
2014/3/22, , , , 21, 9, 8
2014/3/23, , , , 35, 3, 3
2014/3/24, , , , 23, 5, 8
2014/3/25, , , , 42, 4, 6
2014/3/26, , , , 26, , 
2014/3/31, , , , 23, 1, 4
2017/8/19, , , , , , 
2017/8/20, , , , , , 
2017/8/21, , , , , , 
2017/8/22, , , , , , 
2017/8/23, , , , , , 
2017/8/24, , , , , , 
2017/8/25, , , , , , 
2017/8/26, , , , , , 
2017/8/27, , , , , , 3
2017/9/10, , , , , , 3
2017/1/1, , , , , , 2
2014/11/30, , , , , 4, 5
2014/6/13, , , , , 1, 4
2013/12/31, , , , , 1, 2
2014/3/30, , , , , 1, 2
2017/5/9, , , , , , 2
2017/5/12, , , , , , 14
2016/8/16, , , , , , 16
2016/6/13, , , , , , 4
2016/1/11, , , , , , 3
2015/8/15, , , , , , 5
2015/8/27, , , , , , 5
2015/5/6, , , , , , 5
2015/5/7, , , , , , 5
2015/5/8, , , , , , 3
2015/5/9, , , , , , 3
2015/5/10, , , , , , 3
2015/5/11, , , , , , 3
2014/12/31, , , , , , 3
2015/1/5, , , , , , 4
2015/1/10, , , , , , 4
2015/2/7, , , , , , 1
2015/2/15, , , , , , 3
2015/3/4, , , , , , 6
2014/6/29, , , , , , 3
