date, pm25, pm10, o3, no2, so2, co
2020/2/6, 15, 15, 21, 17, , 
2020/2/7, 35, 18, 16, 27, , 
2020/2/8, 43, 13, 5, 23, , 
2020/2/9, 46, , , 15, , 
2020/2/10, 18, , , 21, , 
2020/2/11, 39, , , 18, , 
2020/2/12, 48, , , 26, , 
2020/2/13, 64, , , 27, , 
2020/2/14, 61, , , 26, , 3
2020/2/15, 43, , , 17, , 2
2020/2/16, 34, , , 14, , 2
2020/2/17, 31, , , 19, , 2
2020/2/18, 52, , , 18, , 2
2020/2/19, 34, , , 24, , 3
2020/2/20, 51, , , 30, , 3
2020/2/21, 65, , , 21, , 2
2020/2/22, 52, , , 15, , 2
2020/2/23, 17, , 20, 15, , 1
2020/2/24, 33, 61, 23, 19, , 2
2020/2/25, 45, 47, 5, 28, , 3
2020/2/26, 54, 21, 7, 23, , 5
2020/2/27, 49, 30, 16, 22, , 2
2020/2/28, 45, 35, 21, 23, , 2
2020/2/29, 42, 13, 25, 21, , 1
2020/3/1, 32, 17, 23, 22, , 2
2020/3/2, 43, 28, 6, 25, , 3
2020/3/3, 59, 50, 3, 24, , 4
2020/3/4, 86, 29, 15, 16, , 2
2020/3/5, 53, 29, 14, 16, , 2
2020/3/6, 55, 50, 11, 21, , 3
2020/3/7, 82, 49, 14, 17, , 2
2020/3/8, 74, 57, 15, 26, , 3
2020/3/9, 57, 29, 6, 25, , 4
2020/3/10, 47, , , , , 
2019/10/1, 40, 16, 13, , , 2
2019/10/2, 37, 19, 19, , , 2
2019/10/3, 45, 32, 11, , , 2
2019/10/4, 49, 23, 8, , , 3
2019/10/5, 35, 23, 9, , , 3
2019/10/6, 28, 19, 7, , , 3
2019/10/7, 18, 18, 12, , , 2
2019/10/8, 35, 15, 8, , , 2
2019/10/9, 32, 14, 4, , , 2
2019/10/10, 32, 14, 10, , , 2
2019/10/11, 31, 13, 20, , , 1
2019/10/12, 31, 12, 18, , , 1
2019/10/13, 26, 22, 19, , , 2
2019/10/14, 35, 29, 20, , , 2
2019/10/15, 43, 27, 9, , , 3
2019/10/16, 37, 35, 15, , , 2
2019/10/17, 57, 27, 12, , , 2
2019/10/18, 44, , , , , 
2019/10/25, 44, 29, 11, , , 2
2019/10/26, 53, 24, , , , 1
2019/10/27, 50, 30, , , , 3
2019/10/28, 44, 29, 12, 18, , 3
2019/10/29, 45, 13, 16, 13, , 3
2019/10/30, 26, 9, 16, 14, , 2
2019/10/31, 24, 12, 9, 16, , 2
2019/11/1, 24, 12, 13, 15, , 2
2019/11/2, 32, 17, 12, 14, , 2
2019/11/3, 54, 13, 10, 10, , 1
2019/11/4, 39, 21, 12, 15, , 2
2019/11/5, 51, 17, 11, 16, , 3
2019/11/6, 30, 30, 6, 14, , 6
2019/11/7, 55, 89, 2, 17, , 8
2019/11/8, 96, 40, 8, 13, , 3
2019/11/9, 70, 21, 6, 12, , 2
2019/11/10, 43, 32, 10, 15, , 2
2019/11/11, 59, 28, 10, 11, , 3
2019/11/12, 38, 42, 12, 17, , 3
2019/11/13, 43, 44, 3, 19, , 3
2019/11/14, 64, 43, 2, 17, , 2
2019/11/15, 62, 40, 2, 13, , 2
2019/11/16, 62, 48, 3, 13, , 3
2019/11/17, 75, 61, , 15, , 2
2019/11/18, 76, , , , , 
2019/11/20, 72, 45, 7, 18, , 4
2019/11/21, 63, 65, 3, 21, , 6
2019/11/22, 79, 66, 2, 23, , 5
2019/11/23, 83, 57, 2, 23, , 4
2019/11/24, 82, 52, 7, 24, , 4
2019/11/25, 65, 60, 5, 25, , 4
2019/11/26, 75, 41, 6, 18, , 3
2019/11/27, 60, 52, 2, 17, , 4
2019/11/28, 84, 33, 3, 12, , 2
2019/11/29, 77, 16, 6, 15, , 2
2019/11/30, 34, 28, 21, 14, , 3
2019/12/1, 28, 16, 13, 17, , 3
2019/12/2, 23, 21, 16, 17, , 3
2019/12/3, 50, 9, 14, 18, , 
2019/12/4, 22, 15, 10, 15, , 
2019/12/5, 25, 15, 10, 14, , 
2019/12/6, 35, 33, 11, 16, , 
2019/12/7, 64, 29, 13, 13, , 
2019/12/8, 65, 17, 16, 15, , 
2019/12/9, 33, 23, 7, 15, , 
2019/12/10, 56, 38, 6, 18, , 
2019/12/11, 64, 45, 8, 19, , 
2019/12/12, 62, 28, 6, 19, , 
2019/12/13, 51, 18, 13, 14, , 
2019/12/14, 45, 16, 6, 10, , 
2019/12/15, 45, 12, 10, 16, , 
2019/12/16, 30, 14, 5, 19, , 
2019/12/17, 29, 26, 7, 20, , 
2019/12/18, 47, 31, 18, 12, , 
2019/12/19, 42, 40, 13, 19, , 
2019/12/20, 34, 51, 3, 23, , 
2019/12/21, 54, 37, 2, 14, , 
2019/12/22, 75, 20, 5, 15, , 
2019/12/23, 60, 29, 2, 16, , 
2019/12/24, 66, 34, 3, 14, , 
2019/12/25, 64, 64, 2, 16, , 
2019/12/26, 84, 42, 2, 16, , 
2019/12/27, 67, 63, 7, 18, , 
2019/12/28, 73, 61, , 16, , 
2019/12/29, 60, , , , , 
2019/7/2, 31, 20, , , , 2
2019/7/3, 25, 15, , , , 3
2019/7/4, 22, 13, , , , 3
2019/7/6, 36, , , , , 2
2019/7/7, 41, , , , , 1
2019/7/8, 47, 16, , , , 1
2019/7/9, 70, 20, , , , 2
2019/7/10, 62, 15, , , , 1
2019/7/11, 59, 14, , , , 2
2019/7/12, 44, 22, , , , 4
2019/7/13, 56, , , , , 4
2019/7/14, 50, , , , , 4
2019/7/15, 76, 20, , , , 4
2019/7/27, 47, 35, 22, 11, , 4
2019/7/28, 46, 29, 20, 9, , 3
2019/7/29, 32, 24, 17, , , 4
2019/7/30, 26, 17, 10, , , 2
2019/7/31, 27, 15, 2, , , 2
2019/8/1, 30, 17, 9, , , 2
2019/8/2, 35, 22, 5, , , 3
2019/8/3, 42, 22, , , , 2
2019/8/4, 23, 15, , , , 2
2019/8/5, 31, 15, , , , 1
2019/8/6, 26, 14, 22, , , 2
2019/8/7, 44, 26, 32, , , 2
2019/8/8, 42, 24, 19, , , 2
2019/8/9, 37, 13, 16, , , 2
2019/8/10, 19, 13, 19, , , 2
2019/8/11, 33, 19, 16, , , 3
2019/8/12, 55, 38, 22, , , 5
2019/8/13, 68, 48, 22, , , 4
2019/8/14, 38, 26, 20, , , 2
2019/8/15, 42, 26, 18, , , 2
2019/8/16, 44, 35, 10, , , 4
2019/8/17, 48, 33, 12, , , 3
2019/8/18, 33, 18, 9, , , 1
2019/8/19, 27, 17, 33, , , 3
2019/8/20, 51, 37, 23, , , 4
2019/8/21, 61, 42, 17, , , 5
2019/8/22, 49, 32, 25, , , 4
2019/8/23, 45, 32, 26, , , 4
2019/8/24, 49, 38, 20, , , 4
2019/8/25, 35, 24, 23, , , 3
2019/8/26, 40, 31, 19, , , 4
2019/8/27, 41, 27, 17, , , 3
2019/8/28, 36, 29, 26, , , 3
2019/8/29, 70, 29, 30, , , 23
2019/8/30, 54, 34, 16, , , 7
2019/9/3, 61, 51, 17, , , 6
2019/9/5, 561, 60, 14, , , 25
2019/9/7, 42, 44, 28, , , 4
2019/9/8, 61, 45, 28, , , 5
2019/9/9, 65, 47, 28, , , 5
2019/9/10, 83, 59, 32, , , 6
2019/9/11, 87, 60, 30, , , 6
2019/9/12, 65, 52, 27, , , 5
2019/9/13, 65, 48, 18, , , 4
2019/9/14, 33, 22, 17, , , 3
2019/9/15, 19, 12, 16, , , 2
2019/9/16, 17, 13, 14, , , 2
2019/9/17, 24, 12, 9, , , 2
2019/9/18, 30, 19, 7, , , 4
2019/9/19, 41, 22, 6, , , 3
2019/9/20, 40, 26, 13, , , 3
2019/9/21, 33, 22, 15, , , 3
2019/9/22, 18, 6, 14, , , 1
2019/9/23, 23, 13, 8, , , 2
2019/9/24, 31, 20, 12, , , 3
2019/9/25, 36, 22, 15, , , 3
2019/9/26, 40, 28, 10, , , 4
2019/9/27, 70, 46, 3, , , 5
2019/9/28, 56, 36, 5, , , 5
2019/9/29, 64, 30, 11, , , 3
2019/9/30, 45, 18, 12, , , 1
2019/4/1, 49, 63, , 10, , 4
2019/4/2, 48, 71, , 19, 1, 4
2019/4/3, 64, 78, , 18, 1, 4
2019/4/4, 69, 81, , 20, 1, 5
2019/4/5, 73, 71, , 16, , 5
2019/4/6, 70, 57, , 13, , 4
2019/4/7, 69, 48, , 13, , 2
2019/4/8, 72, 54, , 12, 1, 2
2019/4/9, 88, 61, , 17, 1, 3
2019/4/10, 102, 59, , 13, , 4
2019/4/11, 67, 62, , 11, , 5
2019/4/12, 62, 68, , 10, , 3
2019/4/13, 61, 55, , 18, , 4
2019/4/14, 59, 31, , 11, , 3
2019/4/15, 31, 62, , 11, 1, 2
2019/4/16, 63, 62, , 11, , 3
2019/4/17, 56, 80, , 43, 1, 6
2019/4/18, 107, 62, , 19, 1, 3
2019/4/19, 81, 76, , 20, 1, 4
2019/4/20, 86, 72, , 17, 2, 4
2019/4/21, 97, 87, , 56, 3, 8
2019/4/22, 139, 84, , 29, 1, 5
2019/4/23, 93, 63, , 20, 1, 4
2019/4/24, 80, 77, , 18, 2, 5
2019/4/25, 98, 70, , 21, 3, 5
2019/4/26, 84, 66, , 19, 2, 3
2019/4/27, 97, 52, , 8, 1, 2
2019/4/28, 67, 34, , 9, 1, 4
2019/4/29, 37, 47, , 16, 1, 3
2019/4/30, 60, 45, , 12, 1, 2
2019/5/1, 61, 20, , 5, , 1
2019/5/2, 34, 22, , 3, 1, 1
2019/5/3, 33, 24, , 4, , 2
2019/5/4, 35, 35, , 12, , 2
2019/5/5, 57, 45, , 17, 1, 4
2019/5/6, 56, 78, , 20, 1, 7
2019/5/7, 104, 47, , 15, 1, 2
2019/5/8, 78, 39, , 6, , 2
2019/5/9, 62, 42, , 12, , 3
2019/5/10, 64, 39, , 6, , 2
2019/5/11, 59, 40, , 13, , 4
2019/5/12, 59, 44, , 10, , 3
2019/5/13, 58, 40, , 7, , 2
2019/5/14, 53, 43, , 10, , 4
2019/5/15, 59, 32, , 7, , 4
2019/5/16, 41, 37, , 11, , 4
2019/5/17, 49, 44, , 12, , 3
2019/5/18, 51, 41, , 8, , 2
2019/5/19, 53, 38, , 12, 1, 3
2019/5/20, 54, 47, , 16, 1, 3
2019/5/21, 60, 34, , 10, , 2
2019/5/22, 49, 39, , 13, , 3
2019/5/23, 67, 38, , 6, , 4
2019/5/24, 47, 23, , 5, , 2
2019/5/25, 41, 26, , 4, , 2
2019/5/26, 40, 26, , 5, , 2
2019/5/27, 42, , , 7, , 3
2019/5/28, 54, , , 6, , 3
2019/5/29, 59, 39, , 11, , 3
2019/5/30, 75, 45, , 9, , 4
2019/5/31, 72, 31, , 7, , 3
2019/6/1, 49, 27, , 7, , 2
2019/6/2, 42, 26, , 5, , 3
2019/6/3, 45, 31, , 12, 1, 3
2019/6/4, 51, 25, , 11, 1, 2
2019/6/5, 34, 46, , 20, , 3
2019/6/6, 60, 61, , 24, , 5
2019/6/7, 82, 64, , 24, , 6
2019/6/8, 99, 47, , 16, , 5
2019/6/9, 81, 33, , 8, , 3
2019/6/10, 56, 41, , 16, , 3
2019/6/11, 69, , , , , 
2019/6/13, 95, 33, , , , 5
2019/6/14, 59, 39, , , , 4
2019/6/15, 59, 31, , , , 3
2019/6/16, 48, 26, , , , 3
2019/6/17, 42, 30, , , , 2
2019/6/18, 48, 31, , , , 2
2019/6/19, 47, 30, , , , 3
2019/6/20, 52, 40, , , , 3
2019/6/21, 60, 37, , , , 2
2019/6/22, 62, 32, , , , 3
2019/6/23, 45, 32, , , , 4
2019/6/24, 42, , , , , 
2019/6/26, 56, 20, , , , 3
2019/6/27, 41, 7, , , 1, 3
2019/1/1, 68, 13, , 6, , 2
2019/1/2, 47, 28, , 8, , 3
2019/1/3, 74, 24, , 11, , 3
2019/1/4, 56, 32, , 10, , 3
2019/1/5, 70, 18, , 7, , 3
2019/1/6, 48, 13, , 6, , 2
2019/1/7, 41, 10, , 7, , 1
2019/1/8, 29, 21, , 12, , 4
2019/1/9, 59, 35, , 14, , 5
2019/1/10, 86, 22, , 13, , 3
2019/1/11, 64, 20, , 7, , 3
2019/1/12, 62, 31, , 10, , 3
2019/1/13, 68, 18, , 10, , 2
2019/1/14, 47, 19, , 7, , 1
2019/1/15, 52, 12, , 10, , 1
2019/1/16, 37, 10, , 7, , 1
2019/1/17, 39, 14, , 6, , 1
2019/1/18, 39, 14, , 6, , 2
2019/1/19, 35, 9, , 6, , 1
2019/1/20, 30, 12, , 8, , 2
2019/1/21, 30, 16, , 8, , 4
2019/1/22, 49, 20, , 13, , 3
2019/1/23, 55, 40, , 20, , 8
2019/1/24, 93, 31, , 15, , 6
2019/1/25, 76, 26, , 12, , 3
2019/1/26, 68, 13, , 9, , 1
2019/1/27, 42, 33, , 15, , 5
2019/1/28, 74, 36, , 11, , 2
2019/1/29, 88, 37, , 12, , 2
2019/1/30, 90, 35, , 13, , 1
2019/1/31, 82, 28, , 13, , 2
2019/2/1, 74, 51, , 15, , 4
2019/2/2, 123, 36, , 11, , 3
2019/2/3, 94, 22, , 10, , 2
2019/2/4, 62, 15, , 8, , 3
2019/2/5, 40, 15, , 9, , 2
2019/2/6, 27, 17, , 7, , 2
2019/2/7, 47, 18, , 9, , 2
2019/2/8, 42, 19, , 8, , 2
2019/2/9, 56, 21, , 5, , 1
2019/2/10, 57, 26, , 7, , 2
2019/2/11, 68, 26, , 9, , 2
2019/2/12, 73, 16, , 11, , 3
2019/2/13, 45, 15, , 12, , 2
2019/2/14, 39, 8, , 7, , 1
2019/2/15, 25, 10, , 7, , 2
2019/2/16, 23, 10, , 4, , 1
2019/2/17, 18, 19, , 3, , 1
2019/2/18, 30, 30, , 12, , 2
2019/2/19, 27, 24, , 9, , 1
2019/2/20, 56, 13, , 6, , 2
2019/2/21, 31, 12, , 4, , 2
2019/2/22, 31, 11, , 8, , 3
2019/2/23, 25, 16, , 9, , 2
2019/2/24, 33, 8, , 7, , 1
2019/2/25, 12, 10, , 7, , 2
2019/2/26, 18, 17, , 9, , 2
2019/2/27, 20, 16, , 14, , 1
2019/2/28, 25, 20, , 13, , 2
2019/3/1, 55, 13, , 8, , 2
2019/3/2, 36, 11, , 7, , 2
2019/3/3, 27, 27, , 17, , 3
2019/3/4, 68, 16, , 9, , 1
2019/3/5, 50, 14, , 5, , 2
2019/3/6, 43, , , , , 
2019/3/20, 27, 28, , 11, , 3
2019/3/21, 32, 16, , 9, , 2
2019/3/22, 20, 10, , 5, , 2
2019/3/23, 24, , , , , 
2019/3/25, 23, 37, , 11, , 2
2019/3/26, 43, 30, , 9, , 2
2019/3/27, 36, 31, , 7, , 2
2019/3/28, 36, 26, , 13, , 2
2019/3/29, 41, 23, , 10, , 1
2019/3/30, 44, 33, , 7, , 2
2019/3/31, 50, 32, , 5, , 2
2018/10/1, 47, 34, , 12, , 3
2018/10/2, 56, 23, , 8, , 3
2018/10/3, 53, 15, , 6, , 3
2018/10/4, 33, 21, , 6, , 3
2018/10/5, 39, 14, , 5, , 1
2018/10/6, 31, 28, , 6, , 3
2018/10/7, 48, 28, , 6, , 3
2018/10/8, 41, 36, , 14, , 4
2018/10/9, 50, 28, , 8, , 2
2018/10/10, 44, 28, , 8, , 3
2018/10/11, 41, 38, , 10, , 3
2018/10/12, 47, 28, , 10, , 2
2018/10/13, 47, 42, , 9, , 2
2018/10/14, 66, 56, , 16, , 5
2018/10/15, 86, 45, , 14, , 3
2018/10/16, 72, 94, , 27, 1, 7
2018/10/17, 124, 89, , 21, , 7
2018/10/18, 122, 62, , 15, , 2
2018/10/19, 104, 39, , 9, , 3
2018/10/20, 58, 35, , 10, , 3
2018/10/21, 46, 39, , 10, , 2
2018/10/22, 62, 19, , 8, , 2
2018/10/23, 42, 10, , 8, , 3
2018/10/24, 28, 21, , 5, , 3
2018/10/25, 36, 28, , 7, , 2
2018/10/26, 36, 29, , 6, , 2
2018/10/27, 32, 19, , 5, , 2
2018/10/28, 33, 48, , 7, , 4
2018/10/29, 47, 23, , 8, , 4
2018/10/30, 41, 17, , 7, , 2
2018/10/31, 42, 17, , 5, , 1
2018/11/1, 50, , , , , 
2018/11/8, 68, 51, , 6, , 6
2018/11/9, 66, 58, , 5, , 5
2018/11/10, 64, 30, , 3, , 2
2018/11/11, 42, , , , , 
2018/11/13, 45, 27, , 8, , 2
2018/11/14, 32, 40, , 10, , 2
2018/11/15, 57, 82, , 16, 1, 6
2018/11/16, 86, 59, , 11, , 3
2018/11/17, 62, 14, , 4, , 2
2018/11/18, 33, 12, , 3, , 2
2018/11/19, 30, 14, , 8, , 2
2018/11/20, 32, 16, , 7, , 1
2018/11/21, 33, 12, , 5, , 2
2018/11/22, 22, 14, , 8, , 2
2018/11/23, 32, 12, , 6, , 1
2018/11/24, 21, 17, , 7, , 1
2018/11/25, 43, 10, , 8, , 2
2018/11/26, 29, 11, , 10, , 3
2018/11/27, 29, 25, , 10, , 2
2018/11/28, 57, 18, , 12, , 3
2018/11/29, 51, 21, , 15, , 4
2018/11/30, 55, 38, , 16, , 7
2018/12/1, 90, 17, , 8, , 2
2018/12/2, 38, 24, , 10, , 2
2018/12/3, 61, 31, , 12, , 2
2018/12/4, 77, 27, , 13, , 2
2018/12/5, 69, 37, , 11, 1, 4
2018/12/6, 73, 15, , 10, , 1
2018/12/7, 29, 19, , 10, , 2
2018/12/8, 48, 22, , 6, , 1
2018/12/9, 61, 23, , 10, , 2
2018/12/10, 60, 18, , 9, , 3
2018/12/11, 49, 24, , 7, , 4
2018/12/12, 56, 40, , 8, , 4
2018/12/13, 83, 27, , 9, , 4
2018/12/14, 60, 17, , 8, , 3
2018/12/15, 44, 35, , 12, , 7
2018/12/16, 85, 58, , 13, , 7
2018/12/17, 138, 37, , 15, , 5
2018/12/18, 93, 33, , 15, 1, 5
2018/12/19, 79, 23, , 13, , 4
2018/12/20, 67, 21, , 12, , 5
2018/12/21, 63, 22, , 13, , 3
2018/12/22, 62, 28, , 10, , 5
2018/12/23, 71, 23, , 9, , 4
2018/12/24, 62, 24, , 10, , 5
2018/12/25, 67, 40, , 12, , 5
2018/12/26, 91, 35, , 10, , 5
2018/12/27, 82, 21, , 13, , 4
2018/12/28, 59, 27, , 13, , 5
2018/12/29, 70, 18, , 10, , 2
2018/12/30, 55, , , , , 
2018/7/1, 55, 17, , 11, , 3
2018/7/2, 28, 20, , 5, , 2
2018/7/3, 36, 17, , 6, , 1
2018/7/4, 28, 16, , 5, , 2
2018/7/5, 35, 20, , 7, , 3
2018/7/6, 33, 26, , 8, , 2
2018/7/7, 42, 17, , 5, , 3
2018/7/8, 41, 19, , 6, , 2
2018/7/9, 42, 20, , 5, , 3
2018/7/10, 41, 24, , 6, , 3
2018/7/11, 45, 30, , 8, 1, 5
2018/7/12, 42, 29, , 10, 1, 4
2018/7/13, 47, 42, , 15, 1, 5
2018/7/14, 64, 44, , 15, , 5
2018/7/15, 69, 37, , 12, , 5
2018/7/16, 56, 38, , 8, , 5
2018/7/17, 54, 34, , 7, , 4
2018/7/18, 63, 33, , 7, , 3
2018/7/19, 66, 27, , 13, , 6
2018/7/20, 62, 42, , 13, , 7
2018/7/21, 69, 44, , 10, , 5
2018/7/22, 71, 41, , 10, , 6
2018/7/23, 54, 49, , 9, , 5
2018/7/24, 62, 44, , 11, , 5
2018/7/25, 58, 52, , 15, , 6
2018/7/26, 71, 56, , 19, , 6
2018/7/27, 80, 55, , 13, , 5
2018/7/28, 78, 30, , 6, , 5
2018/7/29, 42, 33, , 10, , 5
2018/7/30, 53, 42, , 12, , 5
2018/7/31, 59, 42, , 15, , 5
2018/8/1, 59, 39, , 13, , 4
2018/8/2, 58, 36, , 13, , 4
2018/8/3, 61, 37, , 11, , 4
2018/8/4, 61, 24, , 7, 1, 3
2018/8/5, 46, 21, , 7, , 3
2018/8/6, 34, 23, , 8, 1, 2
2018/8/7, 40, 20, , 5, , 2
2018/8/8, 38, 28, , 12, , 4
2018/8/9, 47, 42, , 14, 1, 4
2018/8/10, 57, 29, , 8, , 2
2018/8/11, 44, 33, , 8, , 2
2018/8/12, 53, 23, , 5, , 2
2018/8/13, 35, 22, , 7, , 2
2018/8/14, 33, 35, , 16, , 2
2018/8/15, 62, 26, , 7, , 3
2018/8/16, 47, 39, , 10, , 5
2018/8/17, 50, 44, , 12, 1, 7
2018/8/18, 59, 42, , 12, 1, 6
2018/8/19, 56, 27, , 7, , 4
2018/8/20, 39, 23, , 7, 1, 4
2018/8/21, 42, 20, , 4, , 5
2018/8/22, 26, 27, , 9, 1, 5
2018/8/23, 40, 48, , 16, 1, 6
2018/8/24, 51, 57, , 18, 1, 8
2018/8/25, 67, 54, , 21, 1, 8
2018/8/26, 73, 61, , 24, 1, 8
2018/8/27, 78, 68, , 27, 2, 9
2018/8/28, 83, 59, , 23, 1, 8
2018/8/29, 80, 53, , 18, 1, 5
2018/8/30, 71, 39, , 20, , 6
2018/8/31, 63, 47, , 17, , 7
2018/9/1, 65, 50, , 17, 1, 8
2018/9/2, 69, 56, , 20, 1, 9
2018/9/3, 75, 46, , 16, 1, 7
2018/9/4, 62, 56, , 19, 1, 8
2018/9/5, 73, 56, , 23, 2, 9
2018/9/6, 76, 60, , 21, 1, 9
2018/9/7, 84, 70, , 26, 2, 8
2018/9/8, 88, 82, , 28, 3, 11
2018/9/9, 116, 58, , 17, 1, 6
2018/9/10, 86, 47, , 15, , 4
2018/9/11, 71, 48, , 10, 1, 2
2018/9/12, 67, 23, , 6, , 2
2018/9/13, 46, 35, , 14, , 5
2018/9/14, 46, 56, , 23, 2, 8
2018/9/15, 74, 39, , 14, 1, 4
2018/9/16, 67, 22, , 7, , 4
2018/9/17, 26, 18, , 6, , 2
2018/9/18, 34, 27, , 12, , 2
2018/9/19, 39, 36, , 11, 1, 3
2018/9/20, 56, 43, , 16, , 5
2018/9/21, 52, 46, , 15, , 4
2018/9/22, 62, 28, , 7, , 3
2018/9/23, 47, 20, , 7, , 3
2018/9/24, 31, 10, , 2, , 3
2018/9/25, 50, 11, , 8, , 3
2018/9/26, 47, 11, , 7, , 2
2018/9/27, 70, 10, , 5, , 2
2018/9/28, 34, 12, , 5, , 3
2018/9/29, 55, 12, , 7, , 3
2018/9/30, 26, 38, , 7, , 2
2018/6/6, 31, 20, , 5, , 3
2018/6/7, 36, 19, , 8, , 2
2018/6/8, 32, 22, , 8, , 1
2018/6/9, 34, 24, , 8, , 3
2018/6/10, 45, 31, , 14, , 2
2018/6/11, 54, 26, , 15, , 3
2018/6/12, 52, 27, , 10, , 2
2018/6/13, 47, 36, , 7, , 2
2018/6/14, 44, 30, , 10, 1, 5
2018/6/15, 48, 37, , 15, 1, 6
2018/6/16, 61, 48, , 16, 1, 5
2018/6/17, 75, 47, , 18, 2, 5
2018/6/18, 71, 42, , 18, , 4
2018/6/19, 67, 27, , 19, , 3
2018/6/20, 37, 28, , 5, , 3
2018/6/21, 48, 39, , 9, , 2
2018/6/22, 52, 33, , 12, , 3
2018/6/23, 49, 29, , 10, , 3
2018/6/24, 55, 17, , 6, , 1
2018/6/25, 30, 26, , 5, , 2
2018/6/26, 41, 34, , 14, , 3
2018/6/27, 50, 31, , 14, , 3
2018/6/28, 50, 38, , 15, 1, 3
2018/6/29, 56, 42, , 13, , 3
2018/6/30, 69, 32, , 17, , 3
2023/12/12, , 28, , 14, , 1
2023/11/5, , 15, 8, 14, , 1
2023/10/15, , 15, 7, 21, , 4
2023/7/31, , 31, 15, , , 
2023/9/10, , 55, 3, 33, 1, 8
2023/3/31, , 28, 17, 20, , 4
2023/4/13, , 61, , , , 3
2023/1/21, , 34, 10, , , 1
2023/3/12, , 12, 24, 18, , 1
2022/11/11, , 6, 23, 11, 2, 2
2022/12/7, , 14, 7, , , 1
2022/5/28, , 16, 33, 18, , 
2022/1/2, , 11, 15, 22, , 4
2022/2/22, , 12, 20, 17, , 2
2021/10/8, , 37, , 24, , 7
2021/10/20, , 22, , 22, , 1
2021/2/10, , 28, 9, 38, , 4
2020/7/6, , 35, , 19, 1, 3
2020/8/29, , 32, 12, 25, , 
2020/4/2, , 33, 30, 11, , 1
2020/5/28, , 29, 2, 22, , 7
2019/12/31, , 12, , 10, , 
2020/1/26, , 30, 19, 29, , 
2019/10/24, , 32, 14, , , 2
2019/11/19, , 69, 9, 20, , 6
2019/7/1, , 27, , , 1, 2
2019/7/5, , 13, , , 1, 1
2019/7/16, , 39, , , , 5
2019/7/17, , 24, , , , 4
2019/7/18, , 18, , , , 3
2019/7/19, , 14, , , , 2
2019/7/20, , 11, , , , 1
2019/7/21, , 13, , , , 2
2019/7/22, , 27, 18, , , 5
2019/7/23, , 37, 10, , , 7
2019/7/24, , 28, 19, , , 5
2019/7/25, , 28, 27, 19, , 7
2019/7/26, , 27, 26, 16, , 5
2019/6/12, , 45, , 6, , 10
2019/6/25, , 29, , , , 2
2019/6/28, , 11, , , , 3
2019/6/29, , 22, , , , 2
2019/6/30, , 33, , , , 2
2018/12/31, , 26, , 8, , 1
2019/3/19, , 26, , 9, , 3
2019/3/24, , 34, , 13, , 3
2018/11/7, , 60, , 4, , 3
2018/11/12, , 49, , 8, , 3
2018/6/5, , 18, , , , 
2023/11/2, , , 12, , , 
2023/11/3, , , 15, , , 
2023/11/4, , , 7, , , 
2023/9/9, , , 16, , , 
2023/4/10, , , 32, , , 
2023/4/11, , , 36, , , 
2023/4/12, , , 11, , , 
2023/1/20, , , 12, , , 
2023/3/11, , , 22, , , 
2023/3/29, , , 11, , , 
2023/3/30, , , 16, , , 
2022/11/10, , , 7, , , 
2020/7/5, , , 1, 25, , 3
2019/8/31, , , 37, , , 
2019/9/1, , , 20, , , 
2019/9/2, , , 24, , , 
2019/9/4, , , , , , 
2019/9/6, , , 22, , , 9
2021/10/4, , , , 16, , 5
2021/10/5, , , , 18, , 3
2021/10/6, , , , 25, , 4
2021/10/7, , , , 26, , 6
2018/6/2, , , , 5, , 
2018/6/3, , , , 11, , 1
2017/7/1, , , , 16, , 2
2017/7/2, , , , 16, , 4
2017/7/3, , , , 14, , 3
2017/7/4, , , , 15, , 3
2017/7/5, , , , 14, , 2
2017/7/6, , , , 10, , 1
2017/7/7, , , , 11, , 1
2017/7/8, , , , 7, , 3
2017/7/9, , , , 6, , 3
2017/7/10, , , , 11, , 4
2017/7/11, , , , 23, , 3
2017/7/12, , , , 20, , 3
2017/7/13, , , , 18, , 2
2017/7/14, , , , 18, , 5
2017/7/15, , , , 21, , 2
2017/7/16, , , , 15, , 1
2017/7/17, , , , 13, , 2
2017/7/18, , , , 18, 1, 2
2017/7/19, , , , 15, , 2
2017/7/20, , , , 17, , 2
2017/7/21, , , , 19, , 3
2017/7/22, , , , 20, , 3
2017/7/23, , , , 14, , 3
2017/7/24, , , , 16, , 4
2017/7/25, , , , 23, , 3
2017/7/26, , , , 23, , 2
2017/7/27, , , , 17, , 4
2017/7/28, , , , 30, , 3
2017/7/29, , , , 20, , 4
2017/7/30, , , , 24, 1, 2
2017/7/31, , , , 12, , 3
2017/8/1, , , , 16, , 3
2017/8/2, , , , 17, , 2
2017/8/3, , , , 14, , 3
2017/8/4, , , , 19, , 3
2017/8/5, , , , 15, , 3
2017/8/6, , , , 14, , 2
2017/8/7, , , , 15, , 3
2017/8/8, , , , 15, , 3
2017/8/9, , , , 17, , 3
2017/8/10, , , , 20, , 2
2017/8/11, , , , 20, , 5
2017/8/12, , , , 22, , 4
2017/8/13, , , , 23, , 3
2017/8/14, , , , 23, , 4
2017/8/15, , , , 15, , 4
2017/8/16, , , , 19, , 4
2017/8/17, , , , 23, , 3
2017/8/18, , , , 20, , 
2017/8/28, , , , 13, , 2
2017/8/29, , , , 10, , 3
2017/8/30, , , , 13, , 5
2017/8/31, , , , 28, , 5
